ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
1,THE PINNACLE@DUXTON,CANTONMENT ROAD,28872.2594,28787.8614
1C,THE PINNACLE@DUXTON,CANTONMENT ROAD,28929.0773,28879.3523
1B,THE PINNACLE@DUXTON,CANTONMENT ROAD,28899.7799,28918.0886
1A,THE PINNACLE@DUXTON,CANTONMENT ROAD,28851.0882,28922.8764
1D,THE PINNACLE@DUXTON,CANTONMENT ROAD,28908.9452,28820.8746
754A,,WOODLANDS CIRCLE,23601.3874,47463.6268
749A,,WOODLANDS CIRCLE,23659.3284,47383.9036
516,THE PREMIERE @ TAMPINES,TAMPINES CENTRAL 7,39695.0504,37639.3052
517,THE PREMIERE @ TAMPINES,TAMPINES CENTRAL 7,39789.0641,37639.2786
1E,THE PINNACLE@DUXTON,CANTONMENT ROAD,28872.2583,28787.8614
1F,THE PINNACLE@DUXTON,CANTONMENT ROAD,28876.223,28717.6809
1G,THE PINNACLE@DUXTON,CANTONMENT ROAD,28885.4436,28667.4025
441B,CLEMENTI TOWERS,CLEMENTI AVENUE 3,20303.1891,32984.7833
441A,CLEMENTI TOWERS,CLEMENTI AVENUE 3,20373.6915,32991.2708
19,BUONA VISTA COURT,HOLLAND DRIVE,23346.6671,32549.1933
65A,,CIRCUIT ROAD,33965.7319,34383.5313
720A,TAMPINES STARLIGHT,TAMPINES STREET 72,39399.4659,37964.9386
544A,PANSHAN GROVE,JELAPANG ROAD,20285.3508,40402.6149
129A,KIM TIAN VISTA,KIM TIAN ROAD,27548.564,29269.3368
430A,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,17801.8941,40698.217
351A,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,17955.8232,40574.8347
5B,HDB-QUEENSTOWN,HOLLAND CLOSE,23886.5007,32254.2971
262A,HDB-BOON LAY,BOON LAY DRIVE,13970.5201,36422.0234
175A,HDB-BUKIT PANJANG,LOMPANG ROAD,20539.1605,40172.5899
647A,HDB-BEDOK,JALAN TENAGA,36092.3623,34855.2815
567,DILLENIA,WOODLANDS DRIVE 17,23306.0696,45592.9748
319A,KAMPUNG UBI ESTATE,UBI AVENUE 1,35771.4195,34481.8794
25,MEMBINA COURT,JALAN MEMBINA,27180.512,29564.4134
415A,TECK GHEE HEARTLANDS,ANG MO KIO AVENUE 10,30354.3952,38490.8377
324A,,JURONG EAST STREET 31,16458.3641,36730.4812
634,ROWELL COURT,VEERASAMY ROAD,30425.0459,32043.0512
440A,,CHOA CHU KANG AVENUE 4,17578.3081,40592.4142
113,HDB-CHOA CHU KANG,TECK WHYE LANE,18804.8493,40003.8545
136,,BEDOK NORTH AVENUE 3,39339.6637,34450.9696
45,WHAMPOA GARDENS,JALAN BAHAGIA,30667.506,34417.6311
56,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30600.9173,34489.3949
60,HDB-KALLANG/WHAMPOA,JALAN BAHAGIA,30649.0357,34464.8499
5A,DI TANJONG RHU,JALAN BATU,33584.3273,31536.6953
19A,,JALAN MEMBINA,27221.4733,29746.55
62,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30697.2262,34482.0055
63,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30689.1695,34531.1951
53,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30535.0458,34499.8217
58,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30654.108,34508.9019
78,,CIRCUIT ROAD,33776.135,34455.865
44A,,BENDEMEER ROAD,31745.9817,33901.0255
54,HDB-KALLANG/WHAMPOA,JALAN MA'MOR,30556.021,34497.2181
262,COMPASSVALE NORTH GATE,COMPASSVALE STREET,34878.5449,41889.4345
14,FARRER PARK VIEW,FARRER PARK ROAD,30029.8064,32629.9721
208,HDB-BISHAN,BISHAN STREET 23,29694.5409,37446.4829
125,,BUKIT MERAH LANE 1,24625.7673,29817.5515
195,THE PERIWINKLE,PUNGGOL ROAD,36166.619,42593.1339
8A,CITY VIEW @ BOON KENG,BOON KENG ROAD,31123.0411,33218.5527
524A,GREENRIDGE SHOPPING CENTRE,JELAPANG ROAD,20527.2819,40804.5665
445,FAJAR SHOPPING CENTRE,FAJAR ROAD,21037.4364,40633.0625
115,,BEDOK NORTH ROAD,39523.6957,34848.931
48,WHAMPOA GARDENS,JALAN BAHAGIA,30594.8425,34426.3128
42,WHAMPOA GARDENS,JALAN BAHAGIA,30631.3224,34375.0153
32A,MARINE CRESCENT VILLE,MARINE CRESCENT,36738.4358,31753.3335
35A,,TANGLIN HALT ROAD,24153.0012,31046.1386
162,,BUKIT MERAH CENTRAL,26235.6705,29585.7539
654A,,SENJA ROAD,20317.1292,41054.5121
307,ANCHORVALE PLACE,ANCHORVALE ROAD,33948.2377,41361.3731
118A,GOLDEN TULIP,BUKIT MERAH VIEW,26604.1374,29618.5691
200C,COMPASSVALE SOUTH GATE,SENGKANG EAST ROAD,34576.9012,41040.1571
222,KOVAN GREEN,HOUGANG STREET 21,33609.4002,37602.1712
200,,PUNGGOL FIELD,35762.7577,42351.7129
740A,,WOODLANDS CIRCLE,23909.2111,47381.4737
117A,,HO CHING ROAD,15775.6246,35284.707
293A,,PUNGGOL CENTRAL,35958.8586,42813.2698
84,,REDHILL LANE,26389.886,29944.9271
229,BOUNDARY VILLE,SERANGOON AVENUE 4,32113.0599,37563.1462
120A,,HO CHING ROAD,15893.4996,35310.0033
64A,,CIRCUIT ROAD,34004.8919,34316.7313
17B,MOUNT FABER VIEW,TELOK BLANGAH CRESCENT,26733.7383,28861.4166
8A,,SELEGIE ROAD,29942.1805,31725.1978
28A,,HOY FATT ROAD,25399.8417,29939.3535
480A,,SEMBAWANG DRIVE,25941.5676,48174.6315
323A,HDB-SEMBAWANG,SEMBAWANG CLOSE,26334.023,47435.448
296A,,PUNGGOL CENTRAL,36019.1622,42577.1181
134,HDB-HOUGANG,LORONG AH SOO,33919.5377,36953.1034
607,HDB-BUKIT PANJANG,SENJA ROAD,20009.3142,40497.6346
710,HDB-CLEMENTI,CLEMENTI WEST STREET 2,20009.7292,32065.5292
329,HDB-CLEMENTI,CLEMENTI AVENUE 2,20657.1352,32817.9123
43,HDB-JURONG EAST,TEBAN GARDENS ROAD,17800.8651,33706.5146
44,HDB-JURONG EAST,TEBAN GARDENS ROAD,17792.648,33667.9644
45,HDB-JURONG EAST,TEBAN GARDENS ROAD,17740.3081,33590.2927
271C,PUNGGOL RESIDENCES,PUNGGOL WALK,35535.8388,42866.3598
272C,PUNGGOL RESIDENCES,PUNGGOL WALK,35428.209,42746.4278
271D,PUNGGOL RESIDENCES,PUNGGOL WALK,35519.8064,42819.1067
271B,PUNGGOL RESIDENCES,PUNGGOL WALK,35485.3978,42891.6684
272D,PUNGGOL RESIDENCES,PUNGGOL WALK,35472.313,42732.7633
433,FERNVALE PALMS,SENGKANG WEST WAY,32936.3517,41811.1545
271A,PUNGGOL RESIDENCES,PUNGGOL WALK,35456.2164,42844.6554
855A,,JURONG WEST STREET 81,12688.7265,36587.1349
84A,,REDHILL LANE,26410.1676,29964.6232
182A,RIVERVALE ARC,RIVERVALE CRESCENT,36410.3672,41374.8474
182B,,RIVERVALE CRESCENT,36481.9861,41405.9474
988A,BUANGKOK VALE,BUANGKOK GREEN,32890.8502,40160.0785
988B,BUANGKOK VALE,BUANGKOK GREEN,32906.4024,40207.2686
87,SKYVILLE @ DAWSON,DAWSON ROAD,25378.1305,30900.8184
88,SKYVILLE @ DAWSON,DAWSON ROAD,25323.0221,30907.8438
86,SKYVILLE @ DAWSON,DAWSON ROAD,25430.5014,30891.818
86A,SKYVILLE @ DAWSON,DAWSON ROAD,25466.7955,30938.7956
571,CHAMPIONS COURT,WOODLANDS AVENUE 1,23211.726,45787.3519
486,SEGAR GROVE,SEGAR ROAD,21133.836,41240.7728
488,SEGAR GROVE,SEGAR ROAD,21110.2725,41272.4096
487A,SEGAR GROVE,SEGAR ROAD,21074.8779,41254.7737
111,EUNOS VISTA,BEDOK RESERVOIR ROAD,36544.2681,34669.0219
304C,ANCHORVALE COURT,ANCHORVALE LINK,34225.7237,41136.612
732A,,WOODLANDS CIRCLE,24093.6073,47172.2937
228,BOUNDARY VILLE,SERANGOON AVENUE 4,32111.1401,37605.388
677,,RANGOON ROAD,30428.278,32758.3137
224,BOUNDARY VILLE,SERANGOON AVENUE 4,32174.7323,37698.4636
1,ROCHOR CENTRE,ROCHOR ROAD,30383.5733,31641.7557
115,HDB-HOUGANG,HOUGANG AVENUE 1,34071.466,37207.4541
206E,COMPASSVALE PLACE,COMPASSVALE LANE,35108.9117,40949.6022
203,,PUNGGOL FIELD,35849.6277,42318.4684
765A,,WOODLANDS CIRCLE,23969.4516,47502.6773
744A,,WOODLANDS CIRCLE,23780.2143,47163.8674
431A,,CLEMENTI AVENUE 3,20176.1255,32899.9282
118A,,LORONG 1 TOA PAYOH,29354.0093,35757.3501
123,,BUKIT MERAH LANE 1,24739.2072,29919.0188
617A,,BUKIT PANJANG RING ROAD,20111.0042,40837.2478
302,ANCHORVALE COURT,ANCHORVALE LINK,34468.3032,41114.2912
134,HDB-HOUGANG,LORONG AH SOO,33919.5377,36953.1034
130,HDB-HOUGANG,LORONG AH SOO,33917.37,37043.2621
736A,,WOODLANDS CIRCLE,23930.0924,47219.0931
588D,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,30288.6045,39307.1129
588C,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,30264.9746,39315.6897
588B,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,30207.0954,39331.6282
588A,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,30166.5025,39342.8151
589,PARK CENTRAL @ AMK,ANG MO KIO STREET 52,30145.4143,39375.7111
273E,,COMPASSVALE LINK,34756.4441,40675.9294
406,HONG KAH COURT,JURONG WEST STREET 42,15655.5675,37378.998
639,THE MEADOWS,PUNGGOL DRIVE,37207.3954,42370.9843
88,HDB-BEDOK,BEDOK NORTH STREET 4,39773.5893,35036.8814
88,HDB-BEDOK,BEDOK NORTH STREET 4,39773.5893,35036.8814
164,HDB-TAMPINES,TAMPINES STREET 12,40540.2679,36860.0954
929,TAMPINES PALMSPRING,TAMPINES STREET 91,39829.5132,36502.9294
233,TOA PAYOH EIGHT,LORONG 8 TOA PAYOH,30798.8596,35606.1377
45,SIMS VISTA,SIMS DRIVE,33021.874,33290.0199
52A,COMMONWEALTH 10,COMMONWEALTH DRIVE,23950.3618,31618.0826
107,HDB-TAMPINES,TAMPINES STREET 11,40777.1233,36721.8369
56,HDB-BEDOK,NEW UPPER CHANGI ROAD,39993.0559,34136.8597
34,HDB-CENTRAL AREA,UPPER CROSS STREET,28999.9294,29850.8767
69,SIGLAP LUCKY VALLEY,BEDOK SOUTH AVENUE 3,40276.848,33512.8391
134,HDB-HOUGANG,LORONG AH SOO,33919.5377,36953.1034
485,SEGAR GROVE,SEGAR ROAD,21099.5357,41178.9311
487,SEGAR GROVE,SEGAR ROAD,21076.5698,41233.3059
273C,NATURA LOFT,BISHAN STREET 24,29157.5941,37563.6609
273B,NATURA LOFT,BISHAN STREET 24,29129.7571,37573.1791
273A,NATURA LOFT,BISHAN STREET 24,29181.3711,37605.6027
52,EAST PAYOH PALM,LORONG 6 TOA PAYOH,30132.6825,35602.3147
207A,ANG MO KIO GROVE,ANG MO KIO AVENUE 6,28991.5895,38675.3966
609,NEE SOON CENTRAL MEADOWS,YISHUN STREET 61,28307.5532,44751.3081
50A,COMMONWEALTH 10,COMMONWEALTH DRIVE,24005.1227,31512.4282
811A,HDB-JURONG WEST,JURONG WEST STREET 81,12729.1037,36525.434
30A,HDB-GUILLEMARD,CASSIA CRESCENT,33581.9793,32444.1318
272A,PUNGGOL RESIDENCES,PUNGGOL WALK,35494.8497,42778.297
272,PUNGGOL RESIDENCES,PUNGGOL WALK,35505.9271,42745.775
272B,PUNGGOL RESIDENCES,PUNGGOL WALK,35446.9315,42794.9269
221,BOON LAY SHOPPING CENTRE,BOON LAY PLACE,14546.3492,36498.1923
307C,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29318.637,38622.3076
307B,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29258.7263,38652.5335
352,YUHUA PLACE,JURONG EAST STREET 31,16546.3795,36340.4978
308A,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29198.3596,38613.3048
308B,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29236.2428,38585.2124
8B,CITY VIEW @ BOON KENG,BOON KENG ROAD,31098.9808,33187.4781
275B,NATURA LOFT,BISHAN STREET 24,29157.2268,37628.8917
275A,NATURA LOFT,BISHAN STREET 24,29135.2744,37646.4235
572,CHAMPIONS COURT,WOODLANDS AVENUE 1,23101.7172,45850.2248
572A,CHAMPIONS COURT,WOODLANDS AVENUE 1,23129.7313,45843.5524
571C,CHAMPIONS COURT,WOODLANDS AVENUE 1,23171.2626,45789.2441
572B,CHAMPIONS COURT,WOODLANDS AVENUE 1,23135.7065,45925.3192
570C,CHAMPIONS COURT,WOODLANDS AVENUE 1,23177.2799,45910.5482
139,THE PEAK @ TOA PAYOH,LORONG 1A TOA PAYOH,29226.9025,35379.5065
894,TAMPINES GROVE,TAMPINES STREET 81,38973.4839,36747.5383
248,,SIMEI STREET 3,41365.7604,36207.4157
248,,SIMEI STREET 3,41365.7604,36207.4157
721,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,38325.7791,35386.1402
325,HDB-CLEMENTI,CLEMENTI AVENUE 5,20599.058,33042.326
123,HDB-BEDOK,BEDOK NORTH STREET 2,39576.8964,34601.7982
201D,HDB-TAMPINES,TAMPINES STREET 21,41384.4697,37152.1434
19,TOH YI GARDENS,TOH YI DRIVE,21387.0913,35791.8628
172D,,EDGEDALE PLAINS,36751.5493,41878.5408
130B,,ANG MO KIO STREET 12,28893.913,39198.4464
252A,COMPASSVALE HAVEN,COMPASSVALE STREET,35473.3211,41736.1718
73,SIGLAP LUCKY VALLEY,BEDOK SOUTH AVENUE 3,40314.5729,33566.7758
52A,HAVELOCK VIEW,HAVELOCK ROAD,27480.6607,30250.5111
55,HAVELOCK VIEW,HAVELOCK ROAD,27546.7403,30274.5593
58,HAVELOCK VIEW,HAVELOCK ROAD,27408.0837,30276.8079
716,HDB-CLEMENTI,CLEMENTI WEST STREET 2,20152.4502,31639.4574
54A,HAVELOCK VIEW,HAVELOCK ROAD,27538.7379,30225.7616
52,HAVELOCK VIEW,HAVELOCK ROAD,27460.0706,30213.842
54,HAVELOCK VIEW,HAVELOCK ROAD,27545.3483,30190.751
23A,GHIM MOH VALLEY,GHIM MOH LINK,22789.4675,32309.285
25,GHIM MOH VALLEY,GHIM MOH LINK,22762.7215,32274.7668
306,HDB-WOODLANDS,WOODLANDS STREET 31,21469.5674,45739.9847
53,HAVELOCK VIEW,HAVELOCK ROAD,27510.5148,30193.816
435,FERNVALE RESIDENCE,FERNVALE ROAD,32855.1679,41681.8478
127B,KIM TIAN GREEN,KIM TIAN ROAD,27628.2781,29366.5563
268,PUNGGOL SAPPHIRE,PUNGGOL FIELD,35102.546,42822.0546
307A,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29246.5345,38681.4294
310C,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29283.8223,38517.0015
310D,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29319.7225,38513.8114
201,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,38528.631,34262.4915
119,CHONG PANG VALE,YISHUN RING ROAD,27539.122,46343.9815
178C,RIVERVALE ARC,RIVERVALE CRESCENT,36607.1508,41184.6619
178D,RIVERVALE ARC,RIVERVALE CRESCENT,36613.6462,41218.7296
180D,RIVERVALE ARC,RIVERVALE CRESCENT,36577.9529,41253.8585
636A,SENJA PARC VIEW,SENJA ROAD,19677.8927,40983.7343
636D,SENJA PARC VIEW,SENJA ROAD,19764.0658,41038.9943
636B,SENJA PARC VIEW,SENJA ROAD,19654.9002,41062.1372
636C,SENJA PARC VIEW,SENJA ROAD,19742.4962,41041.1076
105A,,BUKIT BATOK CENTRAL,18352.7854,36760.6795
987A,BUANGKOK VALE,BUANGKOK GREEN,33015.3124,40206.5427
988C,BUANGKOK VALE,BUANGKOK GREEN,32890.8413,40251.7741
886A,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23692.5321,46664.3267
886D,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23693.3365,46624.1355
887C,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23698.9255,46536.6899
886,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23698.0215,46704.6043
9C,TIONG BAHRU VIEW,BOON TIONG ROAD,27533.0648,29918.2543
503A,KAKI BUKIT VILLE,BEDOK NORTH STREET 3,38985.8272,34867.9988
10A,TIONG BAHRU VIEW,BOON TIONG ROAD,27589.0651,29864.5046
9A,TIONG BAHRU VIEW,BOON TIONG ROAD,27481.483,29916.3289
212A,PUNGGOL WAVES,PUNGGOL WALK,35307.6297,42426.1435
212,PUNGGOL WAVES,PUNGGOL WALK,35329.6441,42397.0606
426B,FLORAL SPRING @ YISHUN,YISHUN AVENUE 11,29452.0886,44942.8336
428A,FLORAL SPRING @ YISHUN,YISHUN AVENUE 11,29572.0915,44921.4167
206B,,PUNGGOL PLACE,35546.1561,42301.9191
163B,HDB-BUKIT PANJANG,GANGSA ROAD,20355.996,39861.0626
370A,HDB-WOODLANDS,WOODLANDS AVENUE 1,22854.8212,46044.4945
708A,TAMPINES SUNRISE,TAMPINES STREET 71,39502.4571,37768.5199
760B,HDB-JURONG WEST,JURONG WEST STREET 74,13181.6037,36804.582
792B,,CHOA CHU KANG NORTH 6,18630.2549,41934.4923
168D,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,36978.9573,41739.1052
169C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,37003.6683,41725.2094
169B,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,36986.3147,41681.3742
169A,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,37010.1869,41665.6815
170C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,37039.5883,41668.4578
170B,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,37056.7827,41693.8803
170A,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,37074.5646,41718.5614
374,JURONG EAST COURT,JURONG EAST STREET 32,16785.3574,36859.0286
373,JURONG EAST COURT,JURONG EAST STREET 32,16763.9726,36829.8893
371,JURONG EAST COURT,JURONG EAST STREET 32,16715.4502,36714.8381
591A,MONTREAL DALE,MONTREAL LINK,27211.9052,48042.7765
590C,MONTREAL DALE,MONTREAL LINK,27265.7544,47952.8646
590,MONTREAL DALE,MONTREAL LINK,27247.2167,48029.049
590B,MONTREAL DALE,MONTREAL LINK,27304.3223,47968.6845
590A,MONTREAL DALE,MONTREAL LINK,27258.4413,47998.4867
181,,BOON LAY DRIVE,14026.1794,36726.1668
511A,,PASIR RIS STREET 52,40337.6815,39644.6216
574,LIMBANG GREEN,CHOA CHU KANG STREET 52,18187.1891,41813.0144
572,LIMBANG GREEN,CHOA CHU KANG STREET 52,18205.1171,41735.9116
572A,LIMBANG GREEN,CHOA CHU KANG STREET 52,18220.4634,41724.4225
571,LIMBANG GREEN,CHOA CHU KANG STREET 52,18163.2527,41761.7137
573,LIMBANG GREEN,CHOA CHU KANG STREET 52,18219.4555,41813.2259
570,LIMBANG GREEN,CHOA CHU KANG STREET 52,18111.7904,41789.3935
887A,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23612.3121,46542.9949
886B,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23637.1216,46660.3322
886C,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23639.5526,46602.5947
887B,TREEGROVE@WOODLANDS,WOODLANDS DRIVE 50,23663.2655,46544.2442
125,,BUKIT MERAH LANE 1,24625.7673,29817.5515
20A,TEBAN VISTA,TEBAN GARDENS ROAD,17388.9238,34020.0713
357A,SUN BLISS,ADMIRALTY DRIVE,26184.3662,47964.0217
32,HDB-JURONG EAST,TEBAN GARDENS ROAD,17600.3777,33788.5028
169,HDB-HOUGANG,HOUGANG AVENUE 1,34291.1991,37079.191
782C,WOODLANDS MEADOW,WOODLANDS CRESCENT,24677.2616,47703.1048
782D,WOODLANDS MEADOW,WOODLANDS CRESCENT,24629.9665,47757.2559
782A,WOODLANDS MEADOW,WOODLANDS CRESCENT,24588.3289,47679.0322
780G,WOODLANDS DEW,WOODLANDS CRESCENT,24455.5921,47791.4421
180B,RIVERVALE ARC,RIVERVALE CRESCENT,36472.4245,41318.95
452A,FERNVALE FOLIAGE,SENGKANG WEST WAY,32581.3931,41716.9381
452B,FERNVALE FOLIAGE,SENGKANG WEST WAY,32524.5952,41721.8987
782B,WOODLANDS MEADOW,WOODLANDS CRESCENT,24651.2904,47679.3962
782E,WOODLANDS MEADOW,WOODLANDS CRESCENT,24593.6204,47743.7221
602A,,CHOA CHU KANG STREET 62,18110.7435,42161.4466
603A,,ELIAS ROAD,40259.1169,39838.7185
837A,,JURONG WEST STREET 81,12369.2987,36173.0979
301,SHUNFU GARDENS,SHUNFU ROAD,28557.4192,36830.5987
303,SHUNFU GARDENS,SHUNFU ROAD,28574.0204,36876.1622
329A,ANCHORVALE HARVEST,ANCHORVALE STREET,34276.9293,42009.5205
331C,ANCHORVALE HARVEST,ANCHORVALE STREET,34282.7055,41941.5055
329C,ANCHORVALE HARVEST,ANCHORVALE STREET,34266.2259,42012.2901
329B,ANCHORVALE HARVEST,ANCHORVALE STREET,34248.5514,41961.9497
331B,ANCHORVALE HARVEST,ANCHORVALE STREET,34321.8477,41951.959
330B,ANCHORVALE HARVEST,ANCHORVALE STREET,34334.6546,42049.8478
331A,ANCHORVALE HARVEST,ANCHORVALE STREET,34359.9621,41982.6241
330,ANCHORVALE HARVEST,ANCHORVALE STREET,34212.2219,42082.3377
674,WATERWAY BANKS,EDGEFIELD PLAINS,36574.4774,43228.1998
673C,WATERWAY BANKS,EDGEFIELD PLAINS,36599.4539,43229.0717
673B,WATERWAY BANKS,EDGEFIELD PLAINS,36649.4844,43202.0968
526B,COSTA RIS,PASIR RIS STREET 51,40655.0258,38880.4461
259B,PUNGGOL TOPAZ,PUNGGOL FIELD,34890.875,42859.3367
258,PUNGGOL TOPAZ,PUNGGOL FIELD,34935.3995,42895.9926
259A,PUNGGOL TOPAZ,PUNGGOL FIELD,34925.2582,42853.2664
258C,PUNGGOL TOPAZ,PUNGGOL FIELD,35016.0521,42888.4904
593,MONTREAL VILLE,MONTREAL LINK,27421.8821,48149.1216
333,ANCHORVALE ISLES,ANCHORVALE LINK,34536.4852,41841.1336
520A,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,39862.5432,37677.0755
519A,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,39914.8875,37706.4571
519C,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,39868.0237,37588.9627
519B,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,39878.1739,37723.8937
519D,CENTRALE 8 AT TAMPINES,TAMPINES CENTRAL 8,39827.2372,37588.3453
259C,PUNGGOL TOPAZ,PUNGGOL FIELD,34938.3617,42931.8509
460A,TECK GHEE GRANDEUR,ANG MO KIO AVENUE 10,30854.987,38737.9463
168C,THE NAUTILUS @ PUNGGOL,PUNGGOL FIELD,36953.9431,41756.3969
335B,HDB-CENTRAL AREA,SMITH STREET,29127.3427,29422.873
145,,TECK WHYE AVENUE,19002.1486,40385.4957
359B,,ADMIRALTY DRIVE,25970.7977,47918.4726
411,CORAL SPRING,FERNVALE ROAD,32843.8625,41305.6673
783A,KHATIB VALE,YISHUN RING ROAD,27973.1385,44843.3202
108,,PUNGGOL FIELD,36405.7264,42046.4199
297,HDB-BUKIT BATOK,BUKIT BATOK STREET 22,18437.0308,36353.4463
298,HDB-BUKIT BATOK,BUKIT BATOK STREET 22,18409.3543,36326.5501
56,HAVELOCK VIEW,HAVELOCK ROAD,27509.8366,30281.4885
57,HAVELOCK VIEW,HAVELOCK ROAD,27458.5357,30282.4899
180A,MARSILING HEIGHTS,MARSILING ROAD,21860.0188,46749.1099
180A,RIVERVALE ARC,RIVERVALE CRESCENT,36491.9039,41353.4394
178,RIVERVALE ARC,RIVERVALE CRESCENT,36531.9036,41138.5828
181,RIVERVALE ARC,RIVERVALE CRESCENT,36512.5438,41385.657
180C,RIVERVALE ARC,RIVERVALE CRESCENT,36495.8563,41268.5633
178B,RIVERVALE ARC,RIVERVALE CRESCENT,36537.4386,41164.1137
780E,WOODLANDS DEW,WOODLANDS CRESCENT,24481.3964,47738.0344
780A,WOODLANDS DEW,WOODLANDS CRESCENT,24377.9505,47813.0968
780B,WOODLANDS DEW,WOODLANDS CRESCENT,24405.2652,47842.2383
780C,WOODLANDS DEW,WOODLANDS CRESCENT,24442.0362,47860.8867
780F,WOODLANDS DEW,WOODLANDS CRESCENT,24419.9731,47713.3966
780D,WOODLANDS DEW,WOODLANDS CRESCENT,24508.7111,47751.2895
348,ADORA GREEN,YISHUN AVENUE 11,29069.6328,45374.45
635,SENJA GATEWAY,SENJA ROAD,19562.2828,40985.0454
635C,SENJA GATEWAY,SENJA ROAD,19666.303,40937.9793
327A,ANCHORVALE HORIZON,ANCHORVALE ROAD,34153.5749,41905.9418
326D,ANCHORVALE HORIZON,ANCHORVALE ROAD,34096.1217,42002.6068
180B,MARSILING HEIGHTS,MARSILING ROAD,21882.8165,46749.1576
180,MARSILING HEIGHTS,MARSILING ROAD,21930.8853,46833.2714
634B,SENJA GATEWAY,SENJA ROAD,19654.5816,40895.7421
635A,SENJA GATEWAY,SENJA ROAD,19529.8793,40944.6605
452,FERNVALE FOLIAGE,SENGKANG WEST WAY,32602.3221,41705.6901
451A,FERNVALE FOLIAGE,SENGKANG WEST WAY,32533.2914,41805.6041
347C,ADORA GREEN,YISHUN AVENUE 11,29047.6816,45553.6268
335A,YISHUN RIVERWALK,YISHUN STREET 31,29237.2851,46110.398
335B,YISHUN RIVERWALK,YISHUN STREET 31,29225.7484,46061.8902
333D,YISHUN RIVERWALK,YISHUN STREET 31,29433.3229,45978.7412
333B,YISHUN RIVERWALK,YISHUN STREET 31,29342.1529,45964.1417
336B,YISHUN RIVERWALK,YISHUN STREET 31,29225.5625,45899.515
334B,YISHUN RIVERWALK,YISHUN STREET 31,29378.4912,46027.7438
335C,YISHUN RIVERWALK,YISHUN STREET 31,29229.5648,46022.739
326B,ANCHORVALE HORIZON,ANCHORVALE ROAD,34086.9541,41912.0731
326A,ANCHORVALE HORIZON,ANCHORVALE ROAD,34085.3331,41868.1074
327C,ANCHORVALE HORIZON,ANCHORVALE ROAD,34165.5431,41998.4806
326C,ANCHORVALE HORIZON,ANCHORVALE ROAD,34092.5975,41956.8951
869A,TAMPINES GREENWOOD,TAMPINES AVENUE 8,39017.4462,37456.7448
869B,TAMPINES GREENWOOD,TAMPINES AVENUE 8,39061.0433,37438.7937
868D,TAMPINES GREENWOOD,TAMPINES AVENUE 8,39094.3233,37529.332
470B,HOUGANG PARKVIEW,UPPER SERANGOON CRESCENT,35530.7931,40100.7885
470A,HOUGANG PARKVIEW,UPPER SERANGOON CRESCENT,35635.352,40114.4984
430B,ORCHID SPRING @ YISHUN,YISHUN AVENUE 11,29702.0088,44751.0548
138A,LAKE VISTA @ YUAN CHING,YUAN CHING ROAD,15853.7885,34462.3082
390,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,18998.4186,38599.5785
389,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,18966.0262,38598.6765
