ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
605A,TAMPINES GREENRIDGES,TAMPINES STREET 61,39382.7806,38274.1111
606A,TAMPINES GREENRIDGES,TAMPINES STREET 61,39492.5614,38270.4761
606B,TAMPINES GREENRIDGES,TAMPINES STREET 61,39583.2401,38262.1607
137,HDB-YISHUN,YISHUN RING ROAD,27658.8903,45966.9423
128,HDB-YISHUN,YISHUN STREET 11,27775.6101,46176.4534
134,HDB-YISHUN,YISHUN STREET 11,27787.7022,46010.4332
312A,PUNGGOL PARCVISTA,SUMANG LINK,35462.0711,43626.8496
453A,WEST TERRA @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,17865.4563,37153.3914
453B,WEST TERRA @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 6,17913.9068,37125.4185
141,YUNG HO SPRING I,CORPORATION DRIVE,15769.7213,34417.4452
150A,YUNG HO SPRING II,CORPORATION DRIVE,15653.4154,34327.7777
135A,HDB-SERANGOON ESTATE,SERANGOON NORTH AVENUE 2,32662.5292,38830.2606
999A,BUANGKOK PARKVISTA,BUANGKOK CRESCENT,33236.652,40755.7785
999,BUANGKOK PARKVISTA,BUANGKOK CRESCENT,33189.0658,40723.603
176,HDB-BUKIT PANJANG,LOMPANG ROAD,20495.1052,40135.559
179,HDB-BUKIT PANJANG,LOMPANG ROAD,20405.4255,40202.0679
175,HDB-BUKIT PANJANG,LOMPANG ROAD,20507.1233,40196.4567
177,HDB-BUKIT PANJANG,LOMPANG ROAD,20436.4637,40261.8181
258C,COMPASSVALE GARDENS,COMPASSVALE ROAD,35150.6931,41700.2372
203E,HDB-SENGKANG,COMPASSVALE ROAD,34951.0701,41098.0872
106B,ALKAFF VISTA,BIDADARI PARK DRIVE,32212.0255,35092.5607
415D,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35482.2209,44379.9664
415C,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35454.3552,44359.8299
415B,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35424.4879,44330.9583
190,HDB-BISHAN,BISHAN STREET 13,30083.9897,36963.0256
189,HDB-BISHAN,BISHAN STREET 13,30060.5082,36926.2723
191,HDB-BISHAN,BISHAN STREET 13,30009.0392,36961.5528
188,HDB-BISHAN,BISHAN STREET 13,30051.6693,36893.0489
187,HDB-BISHAN,BISHAN STREET 13,30023.7339,36853.8257
197,BISHAN SPRING,BISHAN STREET 13,29931.2978,36801.7825
123,RIVERVALE GROVE,RIVERVALE DRIVE,35772.2163,40932.8274
230,BOUNDARY VILLE,SERANGOON AVENUE 4,32035.5898,37559.5468
214,HDB-SERANGOON,SERANGOON AVENUE 4,32486.5848,37711.5836
221,HDB-SERANGOON,SERANGOON AVENUE 4,32283.7494,37913.0159
606,TAMPINES GREENRIDGES,TAMPINES STREET 61,39584.6376,38243.4149
602,PUNGGOL VISTA,PUNGGOL CENTRAL,36231.8545,42793.6931
878,HDB-YISHUN,YISHUN STREET 81,28285.8985,43984.3
877,HDB-YISHUN,YISHUN STREET 81,28237.635,43967.6368
614,EUNOS GROVE,BEDOK RESERVOIR ROAD,37289.3825,34956.6958
613,EUNOS GROVE,BEDOK RESERVOIR ROAD,37315.8772,34899.6654
615,EUNOS GROVE,BEDOK RESERVOIR ROAD,37186.9744,34939.0854
612,EUNOS GROVE,BEDOK RESERVOIR ROAD,37194.6173,34873.7206
764,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,18628.49,41676.4436
116B,TENTERAM PEAK,JALAN TENTERAM,31059.2276,34419.1669
235,HDB-SERANGOON ESTATE,SERANGOON AVENUE 3,32074.9578,37466.8088
261,HDB-SERANGOON ESTATE,SERANGOON CENTRAL DRIVE,32345.6087,37330.7578
262,HDB-SERANGOON ESTATE,SERANGOON CENTRAL DRIVE,32309.65,37258.9409
128,EASTCROWN @ CANBERRA,CANBERRA STREET,28076.8898,47403.6042
129B,EASTCROWN @ CANBERRA,CANBERRA STREET,27961.551,47391.4381
128C,EASTCROWN @ CANBERRA,CANBERRA STREET,28064.3362,47367.8967
130,EASTCROWN @ CANBERRA,CANBERRA CRESCENT,27828.0329,47346.7399
442C,WEST RIDGES @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 8,17389.103,37690.668
442B,WEST RIDGES @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 8,17411.3054,37690.6658
442A,WEST RIDGES @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 8,17462.0442,37632.1881
415A,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35363.7494,44269.4553
413,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35404.9422,44245.2434
413A,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35439.0066,44220.5888
413B,WATERFRONT I @ NORTHSHORE,NORTHSHORE DRIVE,35480.8898,44282.738
504,HONG KAH POINT,JURONG WEST STREET 51,15260.2253,36882.8943
506,HONG KAH POINT,JURONG WEST STREET 52,15251.4393,36803.8783
507,HONG KAH POINT,JURONG WEST STREET 52,15214.1672,36794.3786
508,HONG KAH POINT,JURONG WEST STREET 52,15245.9345,36761.2149
510,WESTWOOD COURT,JURONG WEST STREET 52,15327.4999,36722.5983
509,,JURONG WEST STREET 51,15286.1898,36761.2748
212A,GOLDEN LILY,PASIR RIS STREET 21,42117.3393,38902.7835
213,HDB-SERANGOON ESTATE,SERANGOON AVENUE 4,32426.4682,37694.812
218,HDB-SERANGOON,SERANGOON AVENUE 4,32320.1786,37787.4792
227,BOUNDARY VILLE,SERANGOON AVENUE 4,32207.6171,37617.2168
143,HDB-SERANGOON ESTATE,SERANGOON NORTH AVENUE 1,32407.7614,38821.3574
145,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32347.0208,38870.5968
124,HDB-SERANGOON NORTH ESTATE,SERANGOON NORTH AVENUE 1,32240.1733,38691.554
339B,SUN TRELLIS,SEMBAWANG CLOSE,26246.3926,47739.7707
318A,GOLDEN WILLOWS,JURONG EAST AVENUE 1,16614.0823,36639.1174
439,HDB-JURONG WEST,JURONG WEST AVENUE 1,15749.9056,37067.5405
424,HDB-JURONG WEST,JURONG WEST AVENUE 1,15932.6596,37018.8643
337,ANCHORVALE PARKVIEW,ANCHORVALE CRESCENT,34285.4607,42465.4087
782F,WOODLANDS MEADOW,WOODLANDS CRESCENT,24662.3302,47798.0238
164A,MEI LING VISTA,STIRLING ROAD,24545.5373,30455.3671
55,HDB-QUEENSTOWN,STIRLING ROAD,24756.6251,30995.7884
360,,ADMIRALTY DRIVE,26014.1957,47856.9143
311,ANCHORVALE VISTA,ANCHORVALE LANE,33726.5992,41470.2621
314,ANCHORVALE GARDENS,ANCHORVALE LINK,34130.3887,41484.9379
306A,TECK GHEE VISTA,ANG MO KIO AVENUE 1,29442.3645,38616.8923
526,CHENG SAN CENTRE,ANG MO KIO AVENUE 10,30311.5273,39452.6214
361,HDB-TAMAN JURONG,YUNG AN ROAD,15423.7379,35332.1736
360,HDB-TAMAN JURONG,YUNG AN ROAD,15497.9593,35332.114
443A,WEST RIDGES @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 8,17365.4764,37624.2266
443B,WEST RIDGES @ BUKIT BATOK,BUKIT BATOK WEST AVENUE 8,17373.3427,37578.9463
243,YISHUN SUNSHINE,YISHUN RING ROAD,28813.3335,46137.0012
783,KHATIB VALE,YISHUN RING ROAD,27938.4134,44845.2711
800,KHATIB GARDENS,YISHUN RING ROAD,27865.5453,44500.9364
808,KHATIB GARDENS,YISHUN RING ROAD,27736.6095,44300.7258
312,HDB-YISHUN,YISHUN RING ROAD,28886.0555,45922.6216
112,CHONG PANG VALE,YISHUN RING ROAD,27525.5261,46208.599
810,KHATIB GARDENS,YISHUN RING ROAD,27842.2718,44210.732
140,HDB-YISHUN,YISHUN RING ROAD,27697.612,45878.8219
406C,NORTHSHORE RESIDENCES I,NORTHSHORE DRIVE,35568.0685,44269.9355
115,HDB-POTONG PASIR,POTONG PASIR AVENUE 1,31281.6994,35494.0576
114,HDB-POTONG PASIR,POTONG PASIR AVENUE 1,31337.3234,35439.3166
622B,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36593.8372,42468.5479
622D,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36593.3591,42489.2752
622A,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36650.1129,42422.5616
845,KAHTIB CENTRAL,YISHUN STREET 81,28187.2039,44201.6806
844,KAHTIB CENTRAL,YISHUN STREET 81,28212.3541,44136.1863
406,HDB-PASIR RIS,PASIR RIS DRIVE 6,41584.8728,39529.9887
407,HDB-PASIR RIS,PASIR RIS DRIVE 6,41487.9455,39514.6146
408,HDB-PASIR RIS,PASIR RIS DRIVE 6,41400.4589,39464.9392
409,HDB-PASIR RIS,PASIR RIS DRIVE 6,41455.5054,39436.0633
429,HDB-JURONG WEST,JURONG WEST AVENUE 1,15889.3569,37114.7992
431,HDB-JURONG WEST,JURONG WEST AVENUE 1,15904.4277,37156.5883
420C,WATERFRONT II @ NORTHSHORE,NORTHSHORE DRIVE,35683.122,44523.3658
420,WATERFRONT II @ NORTHSHORE,NORTHSHORE DRIVE,35756.6108,44530.0647
115C,ALKAFF LAKEVIEW,ALKAFF CRESCENT,32403.5177,35486.7732
115B,ALKAFF LAKEVIEW,ALKAFF CRESCENT,32373.8739,35449.0828
118,ALKAFF LAKEVIEW,ALKAFF CRESCENT,32514.0532,35499.0092
722,,CLEMENTI WEST STREET 2,20258.5307,31695.0373
725,,CLEMENTI WEST STREET 2,20260.3234,31760.7184
19,HDB-GHIM MOH,GHIM MOH ROAD,22989.7357,32637.7719
289,HDB-TAMPINES,TAMPINES STREET 22,41579.3202,36862.3194
359,HDB-TAMAN JURONG,YUNG AN ROAD,15533.6293,35407.0712
357,HDB-TAMAN JURONG,YUNG AN ROAD,15513.2194,35445.5562
358,HDB-TAMAN JURONG,YUNG AN ROAD,15474.9358,35399.747
146,EUNOS SPRING,BEDOK RESERVOIR ROAD,36757.6153,35198.909
138,EUNOS SPRING,BEDOK RESERVOIR ROAD,36886.1661,35165.898
143,EUNOS SPRING,BEDOK RESERVOIR ROAD,36841.0131,35241.4064
144,EUNOS SPRING,BEDOK RESERVOIR ROAD,36815.0486,35228.7742
147,EUNOS SPRING,BEDOK RESERVOIR ROAD,36731.8066,35230.1186
139,EUNOS SPRING,BEDOK RESERVOIR ROAD,36954.2562,35201.6622
140,EUNOS SPRING,BEDOK RESERVOIR ROAD,36910.6857,35231.005
408A,NORTHSHORE RESIDENCES II,NORTHSHORE DRIVE,35732.523,44304.2522
409A,NORTHSHORE RESIDENCES II,NORTHSHORE DRIVE,35665.5537,44334.0023
409B,NORTHSHORE RESIDENCES II,NORTHSHORE DRIVE,35718.0439,44374.4416
805,HDB-WOODLANDS,WOODLANDS STREET 81,22879.9073,46926.9965
862A,HDB-WOODLANDS,WOODLANDS STREET 83,23715.062,46864.2043
426A,FLORAL SPRING @ YISHUN,YISHUN AVENUE 11,29457.9288,44982.568
315C,YISHUN GREENWALK,YISHUN AVENUE 9,29110.8788,46009.4242
317B,YISHUN GREENWALK,YISHUN AVENUE 9,29071.8814,46208.6168
175A,CORPORATION TIARA,YUNG KUANG ROAD,15557.2991,34906.3079
806,HDB-WOODLANDS,WOODLANDS STREET 81,22818.6566,46962.5945
320,,YISHUN CENTRAL,28900.1705,45686.0747
410,HDB-PASIR RIS,PASIR RIS DRIVE 6,41422.9691,39424.9127
411,HDB-PASIR RIS,PASIR RIS DRIVE 6,41471.1815,39390.1888
418,HDB-PASIR RIS,PASIR RIS DRIVE 6,41472.8103,39313.7555
419,HDB-PASIR RIS,PASIR RIS DRIVE 6,41514.1901,39281.997
420,HDB-PASIR RIS,PASIR RIS DRIVE 6,41483.6963,39271.3345
421,HDB-PASIR RIS,PASIR RIS DRIVE 6,41527.9574,39235.7076
417,HDB-PASIR RIS,PASIR RIS DRIVE 6,41591.9325,39327.9755
416,HDB-PASIR RIS,PASIR RIS DRIVE 6,41610.7511,39294.4688
310,HDB-WOODLANDS,WOODLANDS STREET 31,21618.7516,45759.2062
314,HDB-WOODLANDS,WOODLANDS STREET 31,21629.5491,45879.395
811,HDB-HOUGANG,HOUGANG CENTRAL,34713.1402,39321.9394
455C,TECK GHEE PARKVIEW,ANG MO KIO STREET 44,30740.4183,38954.4771
455A,TECK GHEE PARKVIEW,ANG MO KIO STREET 44,30693.3887,38911.2318
10,MARSILING GARDENS,MARSILING DRIVE,21768.0652,46942.5642
217A,MATILDA PARTICO,SUMANG WALK,34866.6166,42760.66
612,NEE SOON CENTRAL MEADOWS,YISHUN STREET 61,28233.1138,44682.2332
236,HDB-YISHUN,YISHUN RING ROAD,28632.1386,46208.5371
237,HDB-YISHUN,YISHUN RING ROAD,28623.2067,46129.5908
808,KITCHENER COMPLEX,FRENCH ROAD,31115.4017,32346.6634
46,HDB-QUEENSTOWN,HOLLAND DRIVE,23479.0387,32344.8476
658,NEE SOON CENTRAL VIEW,YISHUN AVENUE 4,28686.5011,44851.5883
141,EUNOS SPRING,BEDOK RESERVOIR ROAD,36919.1385,35277.0665
674B,FERN GROVE @ YISHUN,YISHUN AVENUE 4,29090.2818,44760.7346
279,HDB-YISHUN,YISHUN STREET 22,28452.4529,46673.45
280,HDB-YISHUN,YISHUN STREET 22,28404.6211,46697.3499
491C,HDB-TAMPINES,TAMPINES STREET 45,41531.598,38239.9726
498B,HDB-TAMPINES,TAMPINES STREET 45,41942.5224,38120.7443
489C,HDB-TAMPINES,TAMPINES STREET 45,41712.0094,38205.6746
498D,HDB-TAMPINES,TAMPINES STREET 45,42053.0656,38130.8966
497B,HDB-TAMPINES,TAMPINES STREET 45,41878.3305,37862.1356
498F,HDB-TAMPINES,TAMPINES STREET 45,41949.7889,38218.985
321,,YISHUN CENTRAL,28913.6524,45623.7651
322,,YISHUN CENTRAL,28836.0373,45610.9449
323,,YISHUN CENTRAL,28885.0454,45546.3125
324,,YISHUN CENTRAL,28966.0542,45599.6483
325,,YISHUN CENTRAL,28982.3267,45663.4562
326,,YISHUN RING ROAD,29015.048,45698.0098
545,HDB-PASIR RIS,PASIR RIS STREET 51,41256.3658,39006.7694
623C,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36695.9221,42389.9511
623B,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36738.012,42359.7086
623A,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36744.6513,42417.8136
623,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36761.1119,42447.1853
319,HDB-WOODLANDS,WOODLANDS STREET 31,21777.131,45914.5715
315,HDB-WOODLANDS,WOODLANDS STREET 31,21604.1886,45910.9842
301,HDB-WOODLANDS,WOODLANDS STREET 31,21344.8329,45914.1831
306,HDB-WOODLANDS,WOODLANDS STREET 31,21469.5674,45739.9847
106D,HDB-PUNGGOL,PUNGGOL FIELD,36239.6123,42168.035
102A,HDB-PUNGGOL,PUNGGOL FIELD,36064.3793,42301.5054
225,BOUNDARY VILLE,SERANGOON AVENUE 4,32094.8797,37646.3881
223,BOUNDARY VILLE,SERANGOON AVENUE 4,32150.1419,37737.8016
842D,TAMPINES ARCADIA,TAMPINES STREET 82,39599.8304,36967.869
842E,TAMPINES ARCADIA,TAMPINES STREET 82,39699.389,37075.6458
666A,HDB-YISHUN,YISHUN AVENUE 4,28742.8554,44576.4481
663A,HDB-YISHUN,YISHUN AVENUE 4,28709.3277,44657.4271
305,HDB-YISHUN,YISHUN CENTRAL,28679.6496,45843.4727
303,HDB-YISHUN,YISHUN CENTRAL,28751.0173,45777.3565
306,HDB-YISHUN,YISHUN CENTRAL,28771.1228,45867.6227
304,HDB-YISHUN,YISHUN CENTRAL,28777.7078,45804.6348
928,HDB-YISHUN,YISHUN CENTRAL 1,28451.6551,45438.9341
927,HDB-YISHUN,YISHUN CENTRAL 1,28491.0884,45490.5249
931,HDB-YISHUN,YISHUN CENTRAL 1,28447.1261,45372.7616
932,HDB-YISHUN,YISHUN CENTRAL 1,28426.4274,45345.3993
930,HDB-YISHUN,YISHUN CENTRAL 1,28448.7725,45406.5803
489A,HDB-TAMPINES,TAMPINES STREET 45,41789.3247,38127.8171
490B,HDB-TAMPINES,TAMPINES STREET 45,41658.199,38270.5779
490A,HDB-TAMPINES,TAMPINES STREET 45,41738.9966,38231.3095
148,EUNOS SPRING,BEDOK RESERVOIR ROAD,36745.8419,35280.8662
628,EUNOS HEIGHTS,BEDOK RESERVOIR ROAD,37091.0374,35231.8205
629,EUNOS HEIGHTS,BEDOK RESERVOIR ROAD,37034.7728,35176.7343
836,TAMPINES PALMWALK,TAMPINES STREET 82,39338.7994,36965.6835
838,TAMPINES PALMWALK,TAMPINES STREET 82,39358.2865,36996.2435
840,TAMPINES PALMWALK,TAMPINES STREET 82,39384.654,37028.1923
837,TAMPINES PALMWALK,TAMPINES STREET 83,39255.7556,37000.06
624C,PUNGGOL SPECTRA,PUNGGOL CENTRAL,36754.2824,42484.8913
828,HDB-TAMPINES,TAMPINES STREET 81,39270.176,36783.6687
829,HDB-TAMPINES,TAMPINES STREET 81,39306.2774,36816.1075
611,EUNOS GROVE,BEDOK RESERVOIR ROAD,37108.7286,34802.6052
616,EUNOS GROVE,BEDOK RESERVOIR ROAD,37089.5016,34892.546
739,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,37941.4634,35562.4033
743,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,37842.883,35629.6447
745,RESERVOIR VILLAGE,BEDOK RESERVOIR ROAD,37844.234,35509.1118
616B,PUNGGOL BREEZE,PUNGGOL DRIVE,36621.1196,42754.0418
638A,THE MEADOWS,PUNGGOL DRIVE,37075.7674,42444.2662
842B,TAMPINES ARCADIA,TAMPINES STREET 82,39529.7982,37048.4827
856C,TAMPINES ARCADIA,TAMPINES STREET 82,39603.9588,37178.9068
856F,TAMPINES ARCADIA,TAMPINES STREET 82,39689.6415,37223.989
856D,TAMPINES ARCADIA,TAMPINES STREET 82,39732.1533,37133.8181
254,COMPASSVALE HAVEN,COMPASSVALE ROAD,35393.1332,41796.6634
203D,HDB-SENGKANG,COMPASSVALE ROAD,34914.1298,41002.1977
244,COMPASSVALE HAVEN,COMPASSVALE ROAD,35296.9129,41698.3904
206,MARSILING ADMIRALTY PARK,MARSILING DRIVE,21328.6434,47451.4008
498A,HDB-TAMPINES,TAMPINES STREET 45,41881.982,38178.1121
498E,HDB-TAMPINES,TAMPINES STREET 45,41993.1404,38172.1048
149,HDB-YISHUN,YISHUN STREET 11,27940.5225,45918.8771
157,HDB-YISHUN,YISHUN STREET 11,28086.001,45992.8948
494G,TAMPINES GREENEDGE,TAMPINES STREET 45,41591.7841,38354.2901
676B,KAMPUNG ADMIRALTY,WOODLANDS DRIVE 71,24406.9106,46805.5639
202,JURONG EAST VIEW,JURONG EAST STREET 21,17944.7467,35437.971
415,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18344.493,38368.7512
415,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18344.493,38368.7512
415,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18344.493,38368.7512
413,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18348.9069,38401.8585
413,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18348.9069,38401.8585
413,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,18348.9069,38401.8585
170D,THE SUNDIAL,PUNGGOL EAST,37097.8082,41773.7704
204,MULTI STOREY CAR PARK,PUNGGOL FIELD,35761.931,42263.0015
101,MULTI STOREY CAR PARK,PUNGGOL FIELD,36067.1124,42262.6363
210,PUNGGOL CREST,PUNGGOL PLACE,35465.6794,42362.7007
211,PUNGGOL RIPPLES,PUNGGOL WALK,35356.3059,42591.3934
185,MULTI STOREY CAR PARK,RIVERVALE CRESCENT,36170.0837,41741.3535
124D,MULTI STOREY CAR PARK,RIVERVALE DRIVE,35724.6267,41054.3849
117D,MULTI STOREY CAR PARK,RIVERVALE DRIVE,35762.3006,40530.7707
191C,MULTI STOREY CAR PARK,RIVERVALE DRIVE,35846.8682,41780.1706
133A,MULTI STOREY CAR PARK,RIVERVALE STREET,35881.9938,41153.2863
447A,FERNVALE LODGE,JALAN KAYU,32359.3265,41561.1302
155,YIO CHU KANG GROVE,ANG MO KIO AVENUE 4,28751.0703,39763.031
602A,PUNGGOL VISTA,PUNGGOL CENTRAL,36212.8022,42815.3922
195A,THE PERIWINKLE,PUNGGOL ROAD,36097.4977,42583.8856
603B,PUNGGOL LODGE,PUNGGOL ROAD,36346.2196,42778.0668
195D,THE PERIWINKLE,PUNGGOL ROAD,36210.4232,42581.792
604B,PUNGGOL LODGE,PUNGGOL ROAD,36222.7631,42860.5905
603C,PUNGGOL LODGE,PUNGGOL ROAD,36307.7401,42799.103
195E,THE PERIWINKLE,PUNGGOL ROAD,36219.4691,42620.4984
733,HDB-WOODLANDS,WOODLANDS CIRCLE,24155.4289,47265.0748
728,HDB-WOODLANDS,WOODLANDS CIRCLE,24168.3886,47171.9075
620,HDB-YISHUN,YISHUN RING ROAD,28150.8579,44522.8734
621,HDB-YISHUN,YISHUN RING ROAD,28207.9259,44494.5064
622,HDB-YISHUN,YISHUN RING ROAD,28189.6649,44458.6582
624,HDB-YISHUN,YISHUN RING ROAD,28251.9889,44429.364
626,HDB-YISHUN,YISHUN STREET 61,28270.4735,44364.7639
625,HDB-YISHUN,YISHUN STREET 61,28319.5888,44439.9491
627,HDB-YISHUN,YISHUN STREET 61,28410.2566,44388.0318
409C,NORTHSHORE RESIDENCES II,NORTHSHORE DRIVE,35747.17,44391.9014
409D,NORTHSHORE RESIDENCES II,NORTHSHORE DRIVE,35776.4354,44417.8551
997D,BUANGKOK EDGEVIEW,BUANGKOK CRESCENT,33324.8567,40750.2381
997A,BUANGKOK EDGEVIEW,BUANGKOK CRESCENT,33324.8777,40776.9177
118A,EASTLINK II @ CANBERRA,CANBERRA CRESCENT,27586.0055,47352.3554
708A,MULTI STOREY CAR PARK,CHOA CHU KANG STREET 53,18330.3661,41432.9833
925A,MULTI STOREY CAR PARK,HOUGANG STREET 91,33559.0653,39863.527
552A,MULTI STOREY CAR PARK,CHOA CHU KANG STREET 52,17860.6408,41774.3468
909A,MULTI STOREY CAR PARK,HOUGANG STREET 91,33590.825,40028.2578
919A,MULTI STOREY CAR PARK,HOUGANG AVENUE 4,33661.6803,39714.0826
114A,,LORONG 3 GEYLANG,32576.5809,32747.213
122F,MULTI STOREY CAR PARK,RIVERVALE DRIVE,36003.1805,41021.8806
567A,MULTI STOREY CAR PARK,CHOA CHU KANG STREET 52,18299.7649,41921.7474
121E,MULTI STOREY CAR PARK,SENGKANG EAST WAY,36100.5406,40911.2036
227A,THE VERANDAH @ MATILDA,SUMANG LANE,34637.1361,42827.3681
227B,THE VERANDAH @ MATILDA,SUMANG LANE,34722.2746,42814.642
226A,THE VERANDAH @ MATILDA,SUMANG LANE,34624.4111,42740.0985
226B,THE VERANDAH @ MATILDA,SUMANG LANE,34709.4996,42727.3801
168,HDB-WOODLANDS,WOODLANDS STREET 11,21668.1835,46077.4911
173,HDB-WOODLANDS,WOODLANDS STREET 13,21822.4489,46075.8268
202,ANG MO KIO VIEW,ANG MO KIO AVENUE 3,29246.0653,38942.5986
570,CHENG SAN COURT,ANG MO KIO AVENUE 3,30526.7434,39084.8138
631,YIO CHU KANG VIEW,ANG MO KIO AVENUE 4,28825.4278,40169.9509
632,YIO CHU KANG VIEW,ANG MO KIO AVENUE 4,28900.165,40218.8418
629,YIO CHU KANG VIEW,ANG MO KIO AVENUE 4,28789.0363,40230.4879
734,HDB-WOODLANDS,WOODLANDS CIRCLE,24064.0088,47283.7906
721,HDB-WOODLANDS,WOODLANDS CIRCLE,24323.3711,47289.5888
606,HDB-WOODLANDS,WOODLANDS RING ROAD,23974.7242,46491.3831
4,HDB-CENTRAL AREA,SAGO LANE,29067.2428,29360.5225
412,HDB-BUKIT PANJANG,SAUJANA ROAD,20761.4895,40539.4059
413,HDB-BUKIT PANJANG,SAUJANA ROAD,20820.0281,40473.7137
416,HDB-BUKIT PANJANG,SAUJANA ROAD,20781.4091,40572.4956
811,KHATIB GARDENS,YISHUN RING ROAD,27876.9978,44246.6941
358,HDB-YISHUN,YISHUN RING ROAD,29407.4812,45399.5616
851,TAMPINES VILLE,TAMPINES STREET 83,39309.3946,37227.9449
971A,MULTI STOREY CAR PARK,HOUGANG STREET 91,33222.5062,40000.1333
888A,MULTI STOREY CAR PARK,WOODLANDS DRIVE 50,23752.434,46644.3396
555,HDB-WOODLANDS,WOODLANDS DRIVE 53,23824.4179,45999.9833
554,HDB-WOODLANDS,WOODLANDS DRIVE 53,23901.6237,45980.3512
772,HDB-WOODLANDS,WOODLANDS DRIVE 60,24090.2158,47653.2978
770,HDB-WOODLANDS,WOODLANDS DRIVE 60,24151.6834,47568.1129
112,HDB-WOODLANDS,WOODLANDS STREET 13,22252.0039,46668.9675
110,HDB-CHOA CHU KANG,TECK WHYE LANE,18948.366,40021.5402
751,HDB-WOODLANDS,WOODLANDS CIRCLE,23646.599,47416.2674
899C,HDB-WOODLANDS,WOODLANDS DRIVE 50,23763.8677,46474.2498
518,FRAGRANT WOODS,WOODLANDS DRIVE 14,23366.3732,46232.1881
325,HDB-WOODLANDS,WOODLANDS STREET 32,22012.7704,45834.9547
359,HDB-WOODLANDS,WOODLANDS AVENUE 5,22519.258,46197.037
366,HDB-WOODLANDS,WOODLANDS AVENUE 5,22887.923,46161.5186
878,HDB-WOODLANDS,WOODLANDS AVENUE 9,23401.5652,47454.1515
877,HDB-WOODLANDS,WOODLANDS AVENUE 9,23326.2516,47420.5551
327,HDB-WOODLANDS,WOODLANDS STREET 32,22090.6766,45774.2206
345,HDB-WOODLANDS,WOODLANDS STREET 32,22091.7001,46005.7515
615,HDB-WOODLANDS,WOODLANDS AVENUE 4,23920.7246,46199.0187
844,HDB-WOODLANDS,WOODLANDS AVENUE 4,23537.5486,47287.4721
616,HDB-WOODLANDS,WOODLANDS AVENUE 4,23829.6783,46225.6739
612,HDB-WOODLANDS,WOODLANDS AVENUE 4,23928.5876,46309.614
365,YISHUN GLORY,YISHUN RING ROAD,29321.3624,45664.4787
987B,BUANGKOK VALE,BUANGKOK GREEN,33004.0789,40151.7486
157,,BUKIT BATOK STREET 11,17995.1712,36721.4806
376,,BUKIT BATOK STREET 31,18680.8486,37821.475
359,HDB-BUKIT BATOK,BUKIT BATOK STREET 31,18864.5763,38156.141
403,HDB-YISHUN,YISHUN AVENUE 6,29695.3852,45408.9947
288,HDB-YISHUN,YISHUN AVENUE 6,28466.8366,46838.2552
399,HDB-YISHUN,YISHUN AVENUE 6,29531.9134,45474.1316
396,HDB-YISHUN,YISHUN AVENUE 6,29526.6929,45566.2533
283,HDB-YISHUN,YISHUN AVENUE 6,28663.637,46797.7674
764A,HDB-WOODLANDS,WOODLANDS CIRCLE,23933.5448,47473.9661
744,HDB-WOODLANDS,WOODLANDS CIRCLE,23840.0077,47166.8352
2A,MARSILING SPRING,MARSILING DRIVE,21676.6207,46873.0953
570,CHAMPIONS COURT,WOODLANDS AVENUE 1,23177.1327,45857.5821
115,EASTLACE @ CANBERRA,CANBERRA WALK,27490.4524,47525.7937
296A,MULTI STOREY CAR PARK,YISHUN STREET 20,28172.5369,46341.1135
689,,CHOA CHU KANG CRESCENT,18852.9102,42730.1231
309A,CLEMENTI MEADOWS,CLEMENTI AVENUE 4,20538.2311,33642.4623
318A,CLEMENTI MEADOWS,CLEMENTI AVENUE 4,20417.1681,33302.0557
